canonical_smiles,standard_value
COc1cnc2ccc(=O)n(CCN3CCC(c4c[nH]c5cc(C(F)(F)F)ccc45)CC3)c2c1,4.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.37
COc1nnc2ccc(N3CCC(c4ccc(CCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,2.5
CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,4.3
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,1.9
CNC(=O)c1cc(C(=O)NCCc2cnn(C)c2)cc2c1OC[C@H]2c1ccccc1,3.2
CCn1c(=O)n([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c2ccccc21,3.36
COc1ccc(CNC(=O)N2CCN(c3nc(N)nc4scnc34)CC2)cc1,2.22
CC(C)CN(c1cc2ccccc2s1)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,4.01
COc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,1.57
Cc1ccc(S(=O)(=O)NCCc2ccc(Oc3ccc(F)c(F)c3)cc2)cc1C(=O)O,1.6
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.39
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1C(=O)[C@@H](C)CF,2.5
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCC1CCN(c3ccc(C(=O)NC4CCC(=O)NC4=O)c(F)c3)CC1)c1nnc(C)n1-2,2.5
CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc2c1OC[C@H]2c1ccccc1,4.5
C[C@@H]1CN([C@H](c2ccc(CCC(=O)O)cc2)c2cccc(O)c2)[C@@H](C)CN1Cc1ccccc1,2.1
CC(F)(F)CCOc1sc(S(C)(=O)=O)c2c1CC(F)(F)[C@H]2O,1.7
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,1.17
CCN(CCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,4.5
CN(C)S(=O)(=O)c1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,1.29
COc1cc(OC)c(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cn2)cc1OC,3.66
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(C#N)c4)CC3)c2c1,1.2
COc1ccc(-c2noc(C(=O)NCCc3ccc(C(=O)N4CCC4)cc3)n2)cc1OC,2.1
CN(C)CC[C@@H](c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1,2.0
CC(C)[C@@H]1OC(=O)C2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC1=O)CCC(O)CC2,1.9
O=[N+]([O-])c1cc2c(cc1CN1CC=C(n3c(O)nc4ccccc43)CC1)OCO2,2.9
COc1ccc(C(=O)N2CCOCC2)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,3.8
Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl,1.2
FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)nc3)CC2)cc1,4.3
CNc1nc(NCCCN(C)C)c2sc(-c3cccc(C#N)c3)cc2n1,2.9
O=c1c2c([nH]c3cccc(Cl)c13)CCCC2,1.8
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,1.33
COc1cncc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)c1,2.5
Cc1oc(-c2ccc(Cl)cc2)nc1C(=O)N[C@H]1CN(S(=O)(=O)c2ccccc2)C[C@@H]1C(=O)N[C@H]1CCCNC1,2.0
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(F)nc3)c2)cc1,1.1
COCCOCCn1nc(C)c2c1CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCn1c(C(=O)O)c(C)c3c-2c(Cl)ccc31,2.4
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2F)n(C)n1,2.21
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,4.07
CC1=C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)c2ccccc2C1=O,3.97
O=C(NCc1ccccc1)c1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1,2.24
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cncnc3)c(-n3ccc(C(F)(F)F)n3)c12,3.48
Cc1ncc(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)[nH]1,2.0
C[C@H]1COc2c(N3CCC(=C(Cl)CN)CC3)c(F)cc3cc(C(=O)O)c(=O)n1c23,-0.39
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C[C@@H](O)[C@]1(C)O,2.5
O=C(O)COc1ccc(OCc2cn(-c3ccc(F)cc3)nn2)cc1F,0.92
CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,-0.07
Cc1ccc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)cn1,1.1
CCCCS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,2.2
Cc1ccc(CC2CCN(c3c(NS(=O)(=O)c4c(C)noc4C)c(=O)c3=O)CC2)cc1,0.5
COCCS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.5
COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2nc(C)no2)c1,3.5
Brc1c(NC2=NCCN2)ccc2nccnc12,0.31
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)C2CCCCC2)C1=O,3.62
Cc1ccc(-n2nccn2)c(C(=O)N2CSC[C@H]2Cn2ccc(-c3ccc(F)cn3)n2)c1,3.08
O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)cc2)c1CNCC1CC1,3.5
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NCCNCCCF)cn2)N1CC(F)(F)F,2.7
Cc1cc(C)c(CN2CCc3ccc(OC(C)C)c(Cl)c3C2=O)c(=O)[nH]1,2.7
CS(=O)(=O)c1sc(OCC(F)F)c2c1[C@H](O)C(F)(F)C2,1.1
O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCCc1ccccn1)c1cc(-c2ccc(F)cc2F)on1,3.6
c1ccc(CNCC[C@@H]2CCC[C@H](c3ccccc3)C2)cc1,3.23
C[C@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)C1CCOCC1,2.5
C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(N(C)C)n4n3)CC2)cc1,2.4
CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,3.1
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3OC)cc(Cl)c2NC1=O,3.0
Cc1nn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccccc4[nH]3)C[C@H]2C)cc1CN(C)C,2.4
C[C@@H]1NC(c2cccc(=O)[nH]2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.4
Cc1cc(Cn2nc(Cl)cc2Cl)cc(=O)n1C[C@H]1C[C@@H]1C#N,1.6
O=C(c1ccc(-n2nc(C(F)(F)F)c3c2COCC3)cc1)N1CCCC1,2.6
O=C(O)CCc1ccc(OCc2nnc(C(=O)Nc3cccc(Cl)c3)s2)cc1,1.46
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,1.8
Cc1ccc(Cn2c(=O)[nH]c3c(N)nc(C(F)(F)F)cc32)cn1,2.3
Oc1cc(-n2cccn2)ccc1-c1ccc(OC2CCNCC2(F)F)nn1,2.59
COCCC(NC(=O)N1CC(=O)Nc2cccnc21)c1ccc(OC(F)(F)F)cc1,3.09
OC[C@H]1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cscn3)nn2)[C@H]1O,2.9
CCNc1nc(N)nc2cc(-n3cccn3)ccc12,1.8
c1cnn([C@H]2C[C@@H](Oc3cc([C@H]4C[C@@H](n5cccn5)C4)ncn3)C2)c1,2.6
CCC1CN(Cc2ccccc2)c2cc(-c3cccc(C(N)=O)c3)ccc2N1C(C)=O,4.7
COc1ccc2c(c1)nc(O)c1sc3ccccc3c12,3.59
CC1(C)CCc2c(C(=O)Nc3cnn([C@@H](CCS(C)(=O)=O)c4ccccc4)c3)n[nH]c2C1,2.5
CC(C)c1noc(N2CCC(Oc3cc(N4CCc5cc(N6CC(O)CCC6=O)ccc54)ncn3)CC2)n1,2.6
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.7266666666666666
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,1.0
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,0.8
CS(=O)(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.8
C[C@@H]1CCc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.9
Cc1csc(NC(=O)c2cc(C(C)(C)C)nn2Cc2ccccc2)n1,4.7
N#Cc1ccc2nc(NC(=O)c3cc(C(F)(F)F)n[nH]3)n(CC(F)(F)F)c2c1,2.9
c1ccc2[nH]ccc2c1,1.4500000000000002
Cc1c(C(C)OC(=O)Nc2cccc(F)c2)oc2ncnn12,2.6
O=C(Nc1cc(-c2ccccc2)ccn1)C1CCOC1,2.8
Cc1[nH]c(C(=O)N2CCC2)c(C)c1Cc1ccc(C(F)(F)F)nc1,2.9
Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,3.4
CCC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1OC)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,0.13
O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,1.7
CN1CCC(c2nc(-c3cccc(S(C)(=O)=O)c3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,0.3
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1Cl,2.2
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.46
Cc1nc(-c2cccc(C(F)(F)F)c2)sc1C(=O)N[C@H]1CN(S(=O)(=O)c2ccccc2)C[C@@H]1C(=O)N[C@H]1CCCNC1,2.6
O=C(O)C[C@H]1COc2cc(Cl)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,-0.5
Cn1nnnc1S(=O)(=O)CC(=O)N1CCN(c2ccccc2)CC1,4.8
COC1(C)CCc2c(C(=O)Nc3cnn(Cc4ccccc4)c3)n[nH]c2C1,2.2
CC[C@H](C(=O)OCc1ccc(C)cc1)[C@H](CO)Cc1cncn1C,2.31
COc1ccc(-c2noc(C(=O)NCCc3cccnc3)n2)cc1OC,1.8
O=C(c1cc2cc(OCCCN3CCCCC3)ccc2[nH]1)N1CCOCC1,0.32
O=C1c2ncc3c(c(CCCN4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,0.1
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1O,3.13
O=C(O)CC1COc2cc(OCc3cn(-c4c(Cl)cccc4Cl)nn3)ccc21,1.96
O=C(O)COc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,2.9
CCCOC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,2.45
CNCc1cc(-c2ncccc2C)n(S(=O)(=O)c2cccnc2)c1,0.53
O=S(=O)(c1ccc(Cl)cc1)N1CCc2[nH]c3ccccc3c2C1,4.2
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,1.8
CNS(=O)(=O)Nc1nnc2cc(OCC3CCCCC3)c(C3CC3)cn12,1.7
CCc1ccc(N(CC2CC2)S(=O)(=O)c2ccc3c(c2)C(=O)CC(C2CCOCC2)O3)cc1,3.77
CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21,2.4
Brc1cccc(Br)c1N(C1=NCCN1)C1CCCCC1,0.14
CC1(C)CCc2c([nH]c3cccc(Cl)c3c2=O)C1,2.5
COc1ccccc1C(=O)CN1C(=O)NC(C)(c2ccc(S(N)(=O)=O)cc2)C1=O,2.98
CNC(=O)N(c1ccc(S(=O)(=O)Nc2ncccn2)cn1)c1cc(Cl)c(-c2ccc(F)c(OC(F)(F)F)c2)cc1OC,1.6
CC1(C)C(=O)N(c2ccc(N3CC(F)(CN[C@H]4C[C@H](C(=O)O)C4)C3)cc2)c2cc(Cl)ccc2-c2cc(Cl)cnc21,2.1
CN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCN(C[C@H]6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)C6)CC5)cc4)n3)C2)C1=O,3.7
C[C@@H]1CN(C(=O)OC2(C(F)(F)F)COC2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.5
[18F]c1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,1.78
CC(=O)N1CCN(Cc2ccccc2)c2ccccc21,5.6
CCC[C@H]1C(=O)N[C@@H](C2CCCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H]([C@H](C)O)C(=O)NCC(=O)O[C@H](CC2CC3CCC2C3)[C@@H](C)C(=O)N1C,2.85
O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,2.9
Fc1ncncc1Cn1nc(-c2nc(C(F)(F)F)n[nH]2)c2cccnc21,3.2
CS(=O)(=O)NC(=O)c1ccc(C(F)(F)F)cc1,-1.0
O=C(CC1c2ccccc2-c2ccccc21)NCC(O)CNC1CCCCC1,0.79
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.9
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)NCc1cccs1,0.0
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.7
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)cn4)n3)cc12,2.2
CN1C(=O)c2ccccc2C2(CC(=O)NC2=O)C1=O,0.24
OC[C@H]1O[C@H](n2cc(-c3cccc(Cl)c3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,1.22
CCCN(CCC)c1cccc2nc(Nc3c(C)cc(C)cc3C)n(C(C)C)c12,5.9
C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1,1.6
COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)[C@@H]2C(C)C,2.4
CC(C)N(C)Cc1c(C(=O)N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)cc1,4.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cn4cnc5ccccc54)CC3)cc21,-0.043
C[S+]([O-])CCNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1,0.7
CCCCc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,4.69
CNC(=O)C1(N(CC(c2ccccc2)c2ccccc2)C(=O)c2cc(C)c(=O)n(C)c2)CC1,4.4
Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC1(CCc2ccccc21)O3,2.91
c1cc([C@H]2CC[C@@]3(CC2)C[C@@]2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,5.56
CN(C)C(=O)c1cc(CN2CCOc3c(F)cc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,2.1
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,1.95
CC1(CC(=O)NCc2cccc(Cl)c2Cl)CC2(CCCCC2)OO1,3.4
Nc1ccccc1C(=O)NC1CCC(=O)NC1=O,-0.5
CNC(=O)C(Cc1ccccc1Cl)CN1CCC2(CC1)OCCc1cc(Cl)sc12,3.77
C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1,4.3
CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CS(C)(=O)=O)cc3)cc12,3.5
O=C(Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,3.65
O=C(O)CNC(=O)c1ncc(-c2cn(CCCc3ccc(Cl)cc3)nn2)cc1O,2.13
NS(=O)(=O)c1nnc(NC(=O)CCNC(=O)CNCC(=O)O)s1,1.23
CN(C)[C@H]1CC[C@H](Nc2ncnn3ccc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1,0.2
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(C#N)c3)=C(C)C1=O)[C@@H]2COC(N)=O,0.73
CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2ccc(-c3ccccn3)s2)c1,3.1
NC(=O)C[C@H]1COc2cc(F)c(C3CC3)cc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.0
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,2.9
N#Cc1cccc2ncn(CC(=O)NCc3ccc(C(F)(F)F)nc3N3CCCC3=O)c12,1.8
CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.9
O=C(NC1C2CC3CC(C2)CC1C3)c1cnn2cccnc12,3.5
O=C(CCCCN=C=S)NCc1ccccc1,4.59
C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,3.4
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1.24
CN1CC[C@@](O)(C#Cc2cc3c(cc2F)OCCn2cc(C(N)=O)nc2-3)C1=O,0.74
CN(C)C[C@@H](NC(=O)N1Cc2c(NC(=O)c3ccccc3F)n[nH]c2C1(C)C)c1ccccc1,2.33
C[C@H]1NC(=O)[C@@H]2Cc3ccccc3[C@H]1N2C(=O)c1cn(C)c(=O)c2[nH]c3ccccc3c12,1.9
CN1C(=O)c2ccccc2C1=O,0.5850000000000001
CNC(=O)N(c1ccc(S(=O)(=O)Nc2cccnn2)cn1)c1cc(F)c(-c2ccc(F)c(OC(F)(F)F)c2)cc1OC,1.8
CC(C)(C)C(=O)N1N=CCC1c1cccc(F)c1,5.9
Cc1ccc2c(=O)oc(NC(C)C)nc2c1C,3.8
CS(=O)(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,0.63
C=CCNC(=O)Nc1nc2cc(-c3cccnc3)cnc2s1,2.9
COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,2.4
C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(F)c(F)c3)nn12,3.07
CCCC(CCC)C(=O)N(C)/N=N/c1ccc(Br)cc1,4.81
CC(=O)N1C2C=C(CN3CCC(Nc4ccc5c(F)cc(OC(C)C)cc5n4)CC3)CC1CCC2,3.1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(C)cc2)c1,1.56
C=CS(=O)(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1,2.2
CSCCn1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N(C)C)CC4)cc23)ccc1=O,1.7
CCC/N=C1\S/C(=C\c2ccc(O)cc2)C(=O)N1c1ccccc1C,3.5
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,4.8
COC(=O)[C@H](Cc1ccc(OC(C)=O)c(OC(C)=O)c1)NC(=O)C(=O)N[C@@H](Cc1ccc(OC(C)=O)c(OC(C)=O)c1)C(=O)OC,0.73
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ccc(-c5cncn5C)cc4c32)CCO1,2.3
OC[C@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O,2.1
CCOC(=O)c1cnc(N2CCC(NC(=O)NS(=O)(=O)c3ccccc3)CC2)c(Cl)c1,1.5
FC(F)(F)c1nccc(NC2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,2.6
Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CC(F)(F)C2)c2ccccc2)CC1,2.0
COc1ccc2c(n1)CCN(C(=O)N1CC(CC(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C,3.42
Cn1nncc1C(=O)Nc1nc2ccc(C#N)cc2n1CC(F)(F)F,4.0
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3)c(Cl)c2)nc1C(N)=O,0.6
Cn1c(=O)ccc2ccccc21,0.685
Cc1nc2nc(C)c(CCNC(=O)c3ccc(-c4ccccc4)cc3)c(C)n2n1,3.4
COC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,0.9
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)CC1,3.7
Cn1cc(-c2cc(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n3ccnc3c2)cn1,2.1
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,1.26
CSCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,0.6
CC1(C)NC(=O)N(c2ccnc(C(F)(F)F)c2)C1=O,1.9
CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)C[C@H]1F,2.1
O=C(c1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,2.9
COc1cccc(-n2cc3nc(CC(C)C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1,3.1
CNC(=O)c1cc(C(=O)NCCC2CCOCC2)cn(Cc2ccccc2)c1=O,3.6
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC2CCCCC2)cc1F,1.3
CC(C)NCC(O)COc1cccc2ccc(O)cc12,0.62
CCc1cc(N)cc2nc(NC(C)C)oc(=O)c12,1.6
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccccn5)n(C)c4c3)CCCC2)cnc1/C=C/C(=O)O,2.6
N#Cc1cn(Cc2ccccc2)c2ccc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)cc12,3.9
COc1ccc(-c2c(Cc3ccc(/C=C/C(=O)O)cc3)c3ccc(O)cc3oc2=O)cc1,1.9
CN[C@]12CCCC[C@H]1Cc1ccccc12,0.33
Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN(C)CCO)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,4.9
[125I]c1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,3.06
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(NC(=O)c2ccno2)n1,1.74
CCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.9
Cc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(OCc3ccc(F)cc3)c(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c3ccccc23)cc1,0.33
Oc1c2c(nc3ccc(Br)cc13)CCCC2,2.1
CC(C)Oc1ccc(-c2nnc(-c3cnn(CC(=O)O)c3)s2)cc1Cl,2.82
Cc1nc(SCc2cc(N3CCOCC3)cc(NCC#N)n2)oc1C,2.0
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,2.2
O=C(NC1CCN(C2CCCCC2)CC1)c1noc(-c2ccc(F)cc2F)n1,1.6
CC(C)Nc1nc(NCc2ccco2)c2ccc(Cl)cc2n1,3.91
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c3c2CCCC3=O)cc1,4.84
COCC(NC(=O)N1CC(=O)Nc2cc(Cl)cnc21)c1ccc(OC(F)(F)F)cc1,3.74
CNc1cc(C#N)cc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)c1,3.9
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccccn3)cc21,0.4
Cc1cc2c(-c3cccc(O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,1.3
COc1cc([C@@H](C)C(=O)N2CC[C@H](Nc3ccc(-c4nc(C(F)(F)F)n(C)n4)c(C)n3)C2)c(F)cn1,4.2
CNC(=O)CN(CC(c1ccccc1)C(C)C)C(=O)c1cc(C)c(=O)n(C)c1,3.3
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.3
O=C(CN1C(=O)CCC1=O)Nc1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1,3.3
COCCN(CCOC)c1ccc(Nn2c(C)ccc2C)nn1,2.06
