canonical_smiles,standard_value
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2S1(=O)=O,1.8
CNc1nc2cccc(C)c2c(=O)o1,2.3
CN[C@H](C)C(=O)N[C@@H](C(=O)N1C[C@@H](NC(=O)c2cnc(N3CCN(CCCOc4cc5ncnc(Nc6n[nH]c(C)c6C)c5cc4S(=O)(=O)C(C)(C)C)CC3)cn2)C[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C(C)(C)C,4.5
O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1,1.24
Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(-c3cccs3)nn12,3.7
Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,0.75
Cc1cnc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)cn1,2.5
Cn1c(CCc2cccc(Cl)c2)nc(N2CCNCC2)cc1=O,1.2
CCn1nnc(Cc2ccc3[nH]cc(CCN(C)C)c3c2)n1,0.02
COc1ccc(-c2cc(C(N)=O)nc3cc(CCc4cnc(C)nc4)ccc23)c(F)c1,3.61
CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,2.6
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,3.4
Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCO)c1-c1cc(F)cc(F)c1,1.3
CNS(=O)(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,0.7
COc1cc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)ncn1,3.9
CCNS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1.6
CSCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C)O,0.3
C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,2.2
Brc1cccc(N(CC2CC2)C2=NCCN2)c1Br,-0.41
C[C@@H]1CN([C@@H](c2cccc(O)c2)c2ccc3c(c2)CN(C(=O)C(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1,1.6
CC(Oc1cc(C(=O)O)cc2sc(NC(=O)c3[nH]c(CN)c(Cl)c3Cl)nc12)c1ccccc1,3.95
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CN(C)C[C@@H]1F)c(=O)n2C,2.2
CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCC/N=C(/NC#N)SC)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12,5.51
Nc1cc(OCCOCCNc2ccnc3cc(Cl)ccc23)nc(N)n1,-0.28
COC[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,0.8
COc1nc(N(C)C)ccc1-c1cc2c(C(=O)O)c[nH]c2cc1Cl,2.3
O=C(CCOCCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,1.91
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ccc(-c5cnn(C)c5)cc4c32)CCO1,3.0
C[C@@H](OC(C)(C)C)[C@@H]1NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C1=O,5.8
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-0.05
CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc3[nH]ccc3c2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,1.07
O=C1CCC(=O)N1[C@H]1CCCN(C[C@H]2COc3ccccc3O2)C1,1.8
COc1cc(CC(=O)N2CC[C@H](Nc3ccc(-c4nc(C(F)(F)F)n(C)n4)c(C)n3)C2)cc(OC)c1,3.6
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2I)cn1,3.3
CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,1.14
CCn1c(-c2nnc(N(C)Cc3ccc4nccn4c3)o2)nc2ccccc21,3.0
Cc1ccc2c(NCc3ccco3)nc(NC(C)C)nc2c1,3.61
CC(=O)N1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(O)cc5)cnc4cn3)cc2)CC1,1.68
Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1cccnc1,2.9
C[C@@H]1NC(c2nccs2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.0
CC(C)NCC(O)COc1cccc2ccccc12,1.1878571428571427
Cc1cccc([C@@H](CO)NC(=O)CN2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,3.0
Cc1cc(N(C)C(=O)[C@H]2CC[C@H](Oc3ccc(F)cn3)CC2)ccc1CN1CCN[C@@H](C)C1,1.9
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,1.2
O=C(c1cc(C2CC2)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.86
CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1,2.8
COc1ccc([C@@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,-0.1
O=c1c2c([nH]c3c(F)ccc(F)c13)CCCC2,1.3
CCC(=O)NC1CCCc2c(-c3ccc(Cl)cc3F)cncc21,3.6
COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)/C(=C/c1[nH]c(C)c(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c1C)C(=O)N2,1.28
CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)C4)c(Cl)cn2)C1,3.4
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)C(=O)CC(C2CCN(S(C)(=O)=O)CC2)O3)cc1,3.31
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(N)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,2.5
O=C(NC1CCCCC1)Oc1ccc(O)c(-c2ccccc2)c1,2.85
CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,5.5
Cc1cccc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c1,2.3
CC(C)(C)C(=O)N1C2C=C(CN3CCC(NC(=O)Nc4cc(F)cc(C(F)(F)F)c4)CC3)CC1CCC2,4.5
CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2C)nc1C,1.6
CN1CCC(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)(S(C)(=O)=O)CC1,1.9
CC(C)(C)COc1sc(S(C)(=O)=O)c2c1CC(F)(F)[C@H]2O,2.7
COc1ccccc1C(=O)Nc1cc2c(cc1N1CCNC[C@H]1C)n(C)c(=O)n2C,2.0
O=C1CCN1Cc1ccc2c(c1)OCO2,1.1
COc1ccc(NC(=O)CC2SCCNC2=O)cc1F,1.1
Cc1cc(C(=O)N(CCN2CCOCC2)CC(c2ccccc2)c2ccccc2)cn(C)c1=O,4.1
Nc1cc(C2CC2)nc2c(Cc3ccccc3)c(=O)[nH]n12,1.6
OC1CC2(CCN(CCC3CCCCC3)CC2)Oc2c1ccc1ccccc21,3.54
Cc1ccccc1C(=O)CN1C(=O)NC(C)(c2ccc(C#N)cc2)C1=O,4.73
OCCCNc1nccc(-c2cnn3ncccc23)n1,1.3
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(NCC(N)=O)C(O)C(C)O1,1.65
O=C1C(N2CC2)=CC(=O)c2c1cc1n2CC2CC12,1.47
[125I]c1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,2.98
CC(C)c1ccc(Oc2nc3cnccc3c(=O)[nH]2)cn1,1.5
Cn1ccc([C@H]2C[C@@H](C(F)(F)F)CCN2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)c(F)cc32)n1,1.3
Cc1cnc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)cc(S(C)(=O)=O)c2)nc1Nc1cccc(CO)c1,0.82
Cc1noc2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,2.7
CC(=O)N[C@@H]1CC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,3.5
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C3COC3)C1)c(=O)n2C,1.5
CCC(C)c1ccc(NC(=N)Nc2ccc3c4c(cccc24)CC3)cc1,3.31
CC1=C(C(=O)Nc2cc(Cl)ccc2Cl)C(c2cncs2)C2=C(CCCC2=O)N1,3.23
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1sc(OC2CCOCC2)nc1[C@H]1CCCO1,2.6
CN(CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)C(=O)CO,3.45
C[C@@H]1CN(C(=O)OCC(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3Cl)cc2)nc1C(N)=O,0.5
Cn1nc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,1.7
O=C(O)Cn1nc(Cn2cc3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,2.79
N#Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,2.7
Clc1ccc2c(c1)-c1ncnn1Cc1c(Cl)ncn1-2,1.8
CN1C(=O)[C@@H](NC(=O)c2nnc3ccc(C(F)(F)C(F)(F)F)nn23)COc2ccccc21,1.6
C[C@H]1C(=O)N(C)C=Cc2cc(CCO)ccc21,2.6
Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C,2.2
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3)c(C#N)c2)nc1C(N)=O,-0.4
C[C@H]1CN(Cc2ccccc2C(=O)N[C@H]2N=C(c3ccccc3)c3ccccc3NC2=O)CCO1,4.1
Cc1cc(Nc2nc(CC(C)NC3CC(C)(C)NC(C)(C)C3)ns2)no1,0.208
N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.2
c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,1.36
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)nc3)cc2n1,3.0
O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,3.3
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3C(O)Cc3cccnc32)CC1,3.2
Cc1ccc(C)n1Nc1ccc(N(CCO)CCO)nn1,1.06
O=C(NCCc1nc2ncc(Cl)cc2[nH]1)c1ccccc1,2.49
CC(C)CN1CCc2cccc3[nH]cc(c23)C1c1ccc(/C=C/C(=O)O)cc1,1.0
N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCOCC2)n2c1nc1ccccc12,3.72
COc1ccc(OC)c(CN(C(=O)CF)c2ccccc2OC(C)C)c1,2.62
Cc1nnc2c(N)cc(C(=O)N3[C@H]4Cc5ccccc5[C@@H]3CNC4=O)cn12,0.1
O=C1CCC(COC(=O)N2CCC(COc3ccc(F)cc3Cl)CC2)N1,2.7
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)c(F)c3)cnc2N)cn1,2.5
Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,3.7
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3ccccc32)n1,2.5
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1,0.37
O=C1O[C@]2(CC[C@H](C(=O)Nc3cnn(-c4ccccc4)n3)CC2)c2cnccc21,3.4
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)C(Nc2ccccc2)c2nnc(-c3ccccc3)n2-c2ccccc21,2.82
NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,2.6
Cc1cc(F)ccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(C)NC(C)C3)cc21,-1.05
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)cnc1/C=C/C(=O)O,3.9
O=C(C[C@H]1CC[C@@H](C(=O)O)CC1)N1CCc2c(n(Cc3cccc(F)c3)c3ncccc23)C1,1.45
COc1cccc(CNC(=O)c2cc(-c3nnn(C[C@H]4CC[C@H](CO)CC4)n3)cc(C)n2)c1,3.57
CC(Oc1ccc(F)cc1Cl)C1CCN(C(=O)[C@H]2C[C@]3(COC(=O)N3)C2)CC1,2.8
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1C1CC1,2.2
COc1ccc(Cl)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,5.0
CC(C)N1C(=O)CCC1C(=O)NCc1ccc(F)cc1Cl,2.6
c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2ccc3[nH]ccc3c2)n1,3.0
COc1ccc(NC(=N)c2ccncc2)cc1CSC1CCCC1,2.9
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cnn2cc(Cl)cnc12,1.8
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)CC)CC2)CC1,1.6
Cc1nn(C)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,2.51
CCOc1ccc(OCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,3.36
CC(C)Oc1nc(N[C@@H]2CCOC2)ncc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,2.7
Cc1cc(-c2c(C)n[nH]c2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1,3.8
CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)C[C@H]1F,2.3
Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,1.8
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(N)c3)=C(C)C1=O)[C@@H]2COC(N)=O,0.07
NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCOC1)S(=O)(=O)c1ccc(Cl)cc1,2.8
COc1ccc(COc2ccc3c(c2)OCC3CC(=O)O)cc1-c1c(C)cccc1C,3.31
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C(F)F,3.1
COc1ccc2nc(-c3ccc(-c4ccc([125I])s4)s3)sc2c1,3.27
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Sc3ccccc32)cc1NC(=O)CCC(=O)O,-0.31
NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCOC3=O)nc1-2,0.6
CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)ccn12,2.2
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCOCC1,2.4
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cn4)C3)o2)cc1,1.8
Nc1nnc(-c2cc(=O)c3ccccc3o2)s1,1.4
Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(Nc2ccccc2)c1=O,3.0
Cc1ccc(-c2cccc(COc3ccc(S(=O)(=O)CC(=O)O)cc3)c2)c(Cl)c1,3.05
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)C(=O)C[C@@H](C2CCOCC2)O3)cc1,4.2
Cc1cc(C(C)Nc2cc(Cl)ccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,1.2
CNC(=O)c1ccc(-c2cnc(N)c(-c3ccc(OC)nc3)c2)cc1,1.8
COc1ccc(/C(CNC2CCCCC2)=N/O)cc1,2.93
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(CO)CO)C4)no2)cc1C#N,2.41
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](OC)C3)c2c1,0.97
COc1cc2c(cc1Cl)nc(OC)n2CCNC(C)=O,1.44
Nc1ccccc1Oc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,3.29
CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,2.8
C[C@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,2.3
COc1ccc(-c2c(C)nn3c(NCCN4CCOCC4)cc(C)nc23)cc1OC,2.7
COc1ccc(S(=O)(=O)N(C)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,0.0
O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cc(Cl)ccc12,3.51
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2nc3ccccc3s2)C1=O,3.78
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCOC(=O)CC23CC4CC(CC(C4)C2)C3)C(C)(C)C)cc1,2.4
CCOC(=O)CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,2.8
CCN(CC)Cc1cccc(NC(=O)CCS)c1,0.24
CC(C)(O)CNC(=O)c1cnc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)cn1,3.2
O=C(O)C[C@@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(N2CCOCC2)c1,1.99
Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,2.8
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.26575
CCNC(=O)c1ccc(Nc2ncc(F)c(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1,2.88
CC(=O)N1CCC(C(=O)N2CCC[C@@H](Cn3c(-c4cc(C)c(=O)n(C)c4)nc4ccccc43)C2)CC1,2.2
O=NN(CCCl)C(=O)N(C1CCCCC1)C1CCCCC1,3.46
CS/C(=N\CCCCC(NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N1CCOC(CCN)C1)NC#N,4.67
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3cnn4C)[C@@H](C)C2)c(C)c1,1.47
COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,1.77
C[C@@H](C(=O)N1CC2CCC1CC2)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,2.94
N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2ccccc12,0.505
CC1(CC(=O)NCc2ccncc2)CC2(CCCCC2)OO1,2.1
COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,0.5
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cnc(N2CCOCC2)nc1C1CCCC1,3.0
O=C1c2ccccc2C(=O)N1CCCCCCCCCC[P+](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,2.13
CCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,2.5
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1C,2.1
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c2c1CC[C@@H](N(C)C)C2,2.3
C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12)C1CCOCC1,1.9
COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)nc1,2.6
CN(C)c1nc([C@H]2CCCO2)c(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)s1,2.7
O=C1C(=O)c2nc(CNc3ccc(Cl)cc3)oc2-c2ccccc21,2.65
COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(COC(=O)CCC(=O)O)CC2)cc1NC(=O)CCC(=O)O,-1.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CC(F)c3cccnc32)CC1,4.5
CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,5.9
c1ccc(-c2ccnc(C3CCN(CC45CNCC4C5)CC3)n2)cc1,0.5
O=c1[nH]ccc2c3[nH]c(-c4ccccc4Cl)nc3c3ccc(F)cc3c12,3.6
CC1(c2ccc(C#N)s2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,4.67
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccc(F)cn4)n(C)c3c2)ccc1/C=C/C(=O)O,3.5
CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,2.9
CC(C)C(=O)N1C2C=C(CN3CCC(NC(=O)Nc4cc(F)cc(C(F)(F)F)c4)CC3)CC1CC2,3.9
CC(C)c1ccccc1-c1cccc(COc2ccc(S(=O)(=O)CC(=O)O)cc2)c1,3.18
COc1ncc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,2.14
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.115
O=C1C2CCCN2C(=O)N1c1ccc(F)c(C(F)(F)F)c1,3.0
Nc1ccc2c(=O)n(C(c3ccccc3)c3ccccc3)c(=O)n(C/C=C/COc3ccc(C(=O)O)cc3)c2c1,1.7
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,2.65
CC1(C)CCN(S(=O)(=O)c2cc(NC(=O)CN3C(=O)CNC3=O)ccc2Cl)C1,3.8
CNC(=O)N1CC[C@H](N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,1.3
CCOc1ccc2c(c1)C(c1c[nH]c(C)n1)=CN(C)C(=O)[C@@H]2C,3.1
CNC(=O)c1cc(C(N)=O)cc2c1O[C@H](CF)[C@H]2c1ccccc1,2.9
CC(=O)OCCn1nc2c3cc(ccc31)Nc1nccc(n1)-n1cc(c(C)n1)CN(C)CCOCCNC2=O,1.9
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cnccn4)n(C)c3c2)cnc1/C=C/C(=O)O,2.4
O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,2.7
N#Cc1cccc(Cl)c1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,2.1
Cc1nc(N2CCOCC2)ccc1N(CC(C)C)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,3.04
Cc1c(Sc2cccc(C(=O)O)c2)c2ccc(Cl)cc2n1-c1cnn(C)c1,3.36
Oc1cc(-c2ccccc2)c2ccccc2n1,3.03
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,1.2
C[C@H]1C(=O)N(C)C=Cc2cc(CN3CCOCC3)ccc21,3.3
O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,0.55
COCC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)ccc3CNC(=O)c3ccc(Cl)s3)sc2C1,0.41
Cc1cc(C(=O)Nc2nc3ccc(C#N)cc3n2CC(F)(F)F)nn1C,4.3
COc1nn(-c2ccccn2)c2cc(-c3ccc([C@H]4C[C@@H]4C(=O)O)cc3)ccc12,3.8
COc1cc(OC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,3.5
CCN(Cc1cc(C)n(Cc2ccccc2)c(=O)c1)c1ccc(F)cc1,3.5
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(S(C)(=O)=O)c2)C2CCN(S(C)(=O)=O)CC2)CC1,0.6
O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,0.11
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,3.1
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,-0.4
Nc1nc(O)c2nc(N)n(Cc3ccccc3)c2n1,0.58
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,3.6
O=C(O)c1cc(-c2ccc([C@]3(O)C[C@H]4CC[C@@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,0.74
O=c1oc(NC2CCCCC2)nc2ccccc12,3.5
O=C1CCCCN1c1cccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)c1,-0.9
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1ccc(N2CCOCC2)nc1C1CC1,2.0
O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,2.07
C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1)c1ccccc1,1.5
O=C(c1cc[nH]n1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,2.4
